username_pk,title,body,score,platform,date_,moby_id
https://www.mobygames.com/user/1155190/quebite/,A game with a storyline from George R.R. Martin,"The Good A large arsenal, interesting lore, a wide variety of playthroughs, and highly responsive character controls. The Bad Lots of horse riding, incomplete lore, questionable final boss The Bottom Line The game is good, but in some places it lacks development.",4,,,174989
https://www.mobygames.com/user/977062/jiromagic/,The Perfect RPG experience,"The Good Everything about this game, from how smooth combat is to how incredible the spells and graphics look. The Bad Nothing. It may be difficult for some. The Bottom Line The Best Fromsoftware game to date and the greatest RPG experience I have ever had.",5,,,174989
https://www.mobygames.com/user/1039938/amoutinho/,Masterpiece,"The Good Combat system
Huge Map
Vast weapon inventory
Open World The Bad None, no weak points imo The Bottom Line Loved it, one of the best games so far.",5,,,174989
https://www.mobygames.com/user/179990/krisko6/,A mostly satisfying sequel to one of Sony's finest games,"The Good * Combat and exploration feel as great as ever Lots of inspired new mechanics and gameplay twists to keep things fresh throughout the game A mostly satisfying conclusion to the Norse era of the series Visually and aurally excellent across the board A much more expansive game than the previous one The Bad * Plot can feel rather convoluted at times Uninteresting puzzles Frustratingly difficult The Bottom Line 2018’s God of War reboot remains one of the generation’s greatest games, and one of the PS4’s best-selling titles. 4.5 years and a new console generation later, Sony’s Santa Monica Studio has returned with the conclusion of that story arc with the sequel, God of War Ragnarök. While not a major mechanical leap over its predecessor, Ragnarök nevertheless serves as a vital companion piece, picking up right where the 2018 reboot left off, and concluding the series’ Norse era in suitably grand style. If you enjoyed the 2018 reboot, then Ragnarök is appointment gaming. Three years after the events of God of War, and the long winter is coming to an end. Meanwhile, Kratos and a now teenaged Atreus are attempting to keep their heads low to avoid the inevitable coming of Ragnarök. However, Atreus, being the curious boy that he’s always been, has been investigating a means of stopping Ragnarök, which also catches the attention of the god Odin, who warns them not to continue. Not wanting his son to do something reckless, Kratos tags along in the investigation, which leads them to banding forces with the dwarf brothers Brok and Sindri and the newly freed god Tyr to find a way to survive the oncoming apocalypse, and perhaps change their fate. While 2018’s God of War had a relatively straightforward father/son tale, Ragnarök’s story is significantly more complex. There’s a lot more characters to keep track of, and subplots delivered from multiple perspectives that happen in parallel. The main core of the story deals with Kratos and Atreus learning to trust each other: they both have secrets and revelations that they are afraid to let each other know lest it leads to terrible things happening. To be honest, the plot of Ragnarök is far too complicated to easily summarize, and if there’s a complaint, it’s that the story can be a bit too vague and hard-to-follow at times, and in some ways I preferred the more straightforward nature of the previous game. Still, it manages to pull itself together by the end for a satisfying close that’s both rousing and heartbreaking at the same time. One of the reasons why the plot is so much more complex is that you’ll be visiting all nine realms this time around. Places that you didn’t see in the first game such as Vanaheim, Svartalfheim, and Asgard are now open for exploration, although the reality is that some realms got more love than others. There’s about 5 realms which offer the more open level of exploration found in the first game’s hub zone of Midgard, with Musphelheim reserved for trials again, and the rest confined to brief, mission-specific objectives. Even the realms that are revisited from the last game are significantly changed due to the effects of Fimbulwinter: Midgard’s Lake of Nine is now frozen solid, while Alfheim is ravaged by sandstorms. Some of the areas you’ll eventually explore are absurdly dense with side quests and collectables. The combat remains more or less identical to the first, but with a few enhancements on top. You’ll start the game with both the Leviathan Axe and Kratos’ Blades of Chaos, and these can be charged using the Triangle button for additional elemental damage. After using them enough times in battle, individual skills can be upgraded with tokens for additional effects. A shield bash move allows Kratos to deal additional stun damage and knock back enemies, and is required to disrupt particular attacks. This can be used in tandem with the new shield types, which complement different play styles, from defensive blocking, to offensive parrying. There are actually quite a few more new mechanics I could mention, but I won’t delve too deeply into them for spoiler reasons. The previous game was greatly criticized for its lacking enemy variety, however, that is not the case with Ragnarök. While the game does utilize one particular boss fight one too many times, there’s still significantly more enemy types to battle over the journey. Each realm has its own specific enemies that you face, in addition to standard mobs that can be found across the entire game. Bosses are also generally tougher this time around. There’s less emphasis on the “spectacle” fights of the original that eased back on the difficulty in favor of cool factor, though they are still present in a couple of instances. More often than not, you’ll really have to be on top of your game while playing Ragnarök. I’ve heard some talk that this was easier than 2018, but personally speaking I had a much harder time getting through this one. I put the game on Give Me No Mercy mode thinking it wasn’t going to be so difficult after finishing the last game, but boy was I wrong. It is significantly more challenging than the first, although your mileage will vary depending on your skill level and how well you know the combat mechanics. One thing that greatly bugged me about the difficulty was the lack of means to restore Kratos’ health after each encounter. You’ll often have long strings of battles to fight through on a single health bar, and the left over health pickups after every battle are hardly enough to refill Kratos’ health. Sometimes, it was easier to die after a combat encounter I was unprepared for so that I could retry it with a full meter rather than try to tough it out with a sliver of health. I pumped a lot of points into Defense and Vitality, and fully upgraded the new Rage ability to refill Kratos’ health, and yet I was dying more often than I should have. It is possible to interact with the game’s realm travel points to refill Kratos’ health, but the game doesn’t tell you this, and by the time I had found that out I was pretty close to being done with the game. Ragnarök could be more than a bit frustrating at times with its difficulty. The puzzles are fine, but they’re nothing to really write home about. Often, these will come down to just hitting switches with the Leviathan Axe or burning something with the Blades of Chaos. One of the new mechanics you use to solve them was extremely flaky and difficult to consistently work with. Some environments were difficult to read and I would spend a while on a puzzle trying to figure out what exactly the game wanted me to hit despite me knowing I needed to throw or interact with something. Some people on the internet have complained that the game gives you too many hints when solving a puzzle, but if you’re quick enough this is a non-issue at best. Visually, the game is strong. The realms are incredibly varied, motion and facial capture lets each actor’s performance shine through, and it runs at a virtually flawless 60 FPS on PS5. It’s not as much of a graphical leap over its predecessor in the same way that Horizon Forbidden West was over Zero Dawn, and you can perhaps notice a few places where it’s been held back by the PS4’s hardware, but nobody can honestly call this a bad-looking title by any means. Audio is equally solid, with crunchy effects, stellar voice acting performances from all of the cast and a stirring score from Bear McCreary (who also makes a cameo within the game itself). I did run into one bug during my playthrough where a boss fell through the floor as I fought it, but otherwise Ragnarök was a polished and stable experience. While I didn’t quite enjoy my time with Ragnarök as much as with the previous game, thanks to some nagging issues with its difficulty and a more confusing, less involving plot, it’s still among the best games to come out in recent memory. In a year where so many significant titles got delayed, it did a lot to prop up a rather limp holiday release schedule. It’s less of a full-blown sequel and more like the back half of a very, very long game, but when it’s built on top of a strong foundation it’s difficult to complain, especially since it rounds out the current era of the series very well.",4.6,,,195074
https://www.mobygames.com/user/547826/ultimate747/,Waited 5 years for this?,"The Good Looks nice, some of the music is cool, The Bad Uninteresting combat, awful writing, pacing issues. The Bottom Line God of War was so awesome on the PS2, PSP, and PS3, not it's a boring game for hipsters who don't like video games. GoW 2018 was ok, but Ragnarok just took everything bad about 2018 and cranked it to 11. Glad i didn't waste my money on a PS5 for this game.",1,,,195074
https://www.mobygames.com/user/969569/junel186/,Not a great game at all,"The Good The game itself has nice graphics and story The Bad Stutters a lot
Can't access certain areas because of bug
Crashes frequently The Bottom Line Just too overrated, feels like a video more than a game, even with my new ps4.",1,,,195074
https://www.mobygames.com/user/975975/bocchi/,Disappointment,"The Good +Good Combat
+Good world design The Bad +Story that goes nowhere
+Too much dialog that ruins the gameplay The Bottom Line this game is rushed",3,,,195074
https://www.mobygames.com/user/975975/bocchi/,its okay,"The Good +Good gameplay
+Great graphics The Bad +its not as good as the original The Bottom Line play it and find out",3,,,200900
,Good game,The Good All mecanics and gameplay The Bad Nothing ....................................... The Bottom Line i dont now whats is the bottom line,5,,,246839
https://www.mobygames.com/user/68871/vedder/,Great deck building game,"The Good Great fun, lots of variety. Touch screen controls on Switch work really well. The Bad Some cards are clearly much better than other cards, which isn't necessarily a very bad, but combined with the randomness of what comes available in the shop, this sometimes puts you in a hard spot. Some of the best cards get progressively better over hands played, but if you don't get any of those early on the run will become almost impossible. The Bottom Line Balatro has a lot going for it. If you have some experience with poker it's easy to get into, but it quickly evolves to becomes something else. There's a lot of new content (cards, decks, etc.) to unlock which keep you playing and there's a lot of modifiers which can be added to the game to switch things up and keep things interesting. After playing a couple dozen hands and having won a few rounds I still feel the game has a lot more for me to find out and enjoy. Perhaps it's just me, or I haven't played enough, but a lot of runs appear to devolve into a ""2 pair"" strategy, because that's often the poker hand that's easiest to make. It's a solid strategy, but it does take away some of the variety. It's harder to set up a strategy around more valuable poker hands because they generally require much more specific jokers.",4,,,217980
https://www.mobygames.com/user/1115899/deleted-1115899/,Neverending,"The Good Endless combinations of scores, multipliers, and cards. Each round is completely random and one-of-a-kind. You can fine tune the speed of the gameplay, which I found to be quite helpful as I have a bad attention span. Cards are easy to memorise and gameplay is smooth. Gameplay wise, there is a lot to learn, it's completely worth the time. The Bad VERY unforgiving. New players will find it easy to lose early on if unfamiliar with poker. The Bottom Line Definitely play this game if you wanna spend days thinking about it.",5,,,217980
https://www.mobygames.com/user/239577/jmdgamotia/,Awesome one-on-one action,"The Good Since this is Capcom's latest fighting game, the graphics are absolutely great and guarantees powerful fighting tactics. The sound ensures that it is clearer and louder than previous Street Fighter games. The Bad M. Bison is long gone when he is replaced by JP. The Bottom Line If you have not competed with other friends, play it alone. To face Sheng Long, you must only go to the ""World Tour"" mode.",5,,,203910
https://www.mobygames.com/user/68871/vedder/,Fantastic Puzzlevania,"The Good Great puzzles
* Great exploration The Bad Completionism impossible without a guide The Bottom Line I wasn't sure I was going to play this. I like MetroidVanias, but having played some really good ones like Hollow Knight and Ori, the chance to disappoint seems quite high... But I guess there was a sale at the right time and I needed something new on my Switch. I wasn't disappointed. I just didn't know I needed this game until I played it! Switching combat for puzzles made the game a lot of fun and feel very unique. The difficulty is pretty spot on. At least for all the puzzles you need to solve to finish the game. Finding the last dozen or so eggs became tedious until resorting to a guide. Not so much because of the difficulty of the puzzles, but the difficulty finding them. Then there's additional layers of puzzles out there which weren't for me, but that's fine. There's a quaint sense of mystery in this game. And the feeling that every room could be hiding something more. And it manages to keep this intrigue all the way through even once you start mastering navigation of its environment, which is really cool. As a puzzle game some of the pitfalls of the Metroidvania genre do become exacerbated. Sometimes it just isn't clear if you have all the tools you need to solve a puzzle. Sporadically this caused me to abandon a puzzle I could've solved, or get confused about a puzzle I couldn't solve yet. I needed some time to get used to the visuals. The protagonist is a bit dull and at the very the start I had some difficulty discerning back from foreground. The lighting effects are pretty cool though. I especially enjoyed tossing firecrackers around to make the world light up. It's great puzzle game. Did it need the additional metroidvania layer? The puzzles are great on their own and I would have enjoyed the game without it, but it was fun to explore the world, which added a whole additional layer of puzzling. So yes it did add a lot!",5,,,223654
